Oblast;Misto_odberu;;Group2;Group32;Jednotka;Group33;Hodnota;Počet_hodnot_OUT2;Počet_hodnot_IN3;Počet_hodnot3;;;;;
ARCHIV Skupinový vodovod Hustopeče - Vranovice;Vranovice, parc. č. 836/1 v k. ú. Přísnotice, čerpací stanice II, provoz;;CI00000129300234858;pach;Neurčená jednotka;10.10.2023;PRIJAT;0;1;1;;;;;
ARCHIV Skupinový vodovod Hustopeče - Vranovice;Vranovice, parc. č. 836/1 v k. ú. Přísnotice, čerpací stanice II, provoz;;CI00000129300234858;pH;Neurčená jednotka;10.10.2023;7,3;0;1;1;;;;;
ARCHIV Skupinový vodovod Hustopeče - Vranovice;Vranovice, parc. č. 836/1 v k. ú. Přísnotice, čerpací stanice II, provoz;;CI00000129300234858;počty kolonií při 22 °C;KTJ/ml;10.10.2023;6;0;1;1;;;;;
ARCHIV Skupinový vodovod Hustopeče - Vranovice;Vranovice, parc. č. 836/1 v k. ú. Přísnotice, čerpací stanice II, provoz;;CI00000129300234858;počty kolonií při 36 °C;KTJ/ml;10.10.2023;3;0;1;1;;;;;
ARCHIV Skupinový vodovod Hustopeče - Vranovice;Vranovice, parc. č. 836/1 v k. ú. Přísnotice, čerpací stanice II, provoz;;CI00000129300234858;sírany;mg/l;10.10.2023;225;0;1;1;;;;;
ARCHIV Skupinový vodovod Hustopeče - Vranovice;Vranovice, parc. č. 836/1 v k. ú. Přísnotice, čerpací stanice II, provoz;;CI00000129300234858;teplota;°C;10.10.2023;14,4;0;;1;;;;;
ARCHIV Skupinový vodovod Hustopeče - Vranovice;Vranovice, parc. č. 836/1 v k. ú. Přísnotice, čerpací stanice II, provoz;;CI00000129300234858;vápník;mg/l;10.10.2023;158;0;1;1;;;;;
ARCHIV Skupinový vodovod Hustopeče - Vranovice;Vranovice, parc. č. 836/1 v k. ú. Přísnotice, čerpací stanice II, provoz;;CI00000129300234858;vápník a hořčík;mmol/l;10.10.2023;6,03;0;;1;;;;;
ARCHIV Skupinový vodovod Hustopeče - Vranovice;Vranovice, parc. č. 836/1 v k. ú. Přísnotice, čerpací stanice II, provoz;;CI00000129300234858;zákal;ZF(n);10.10.2023;0,66;0;1;1;;;;;
ARCHIV Skupinový vodovod Hustopeče - Vranovice;Vranovice, parc. č. 836/1 v k. ú. Přísnotice, čerpací stanice II, provoz;;CI00000129300234858;železo;mg/l;10.10.2023;0,02;0;1;1;;;;;
ARCHIV Skupinový vodovod Hustopeče - Vranovice;Vranovice, parc. č. 836/1 v k. ú. Přísnotice, čerpací stanice II, provoz;;CI00000129300234858;;;;;;;;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;barva;mg/l Pt;18.10.2022;5;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;celkový organický uhlík;mg/l;18.10.2022;1;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;dusitany;mg/l;18.10.2022;0,01;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;Escherichia coli;KTJ (MPN)/100 ml;18.10.2022;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;chlor volný;mg/l;18.10.2022;0,03;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;chuť;Neurčená jednotka;18.10.2022;PRIJAT;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;intestinální enterokoky;KTJ (MPN)/100 ml;18.10.2022;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;koliformní bakterie;KTJ (MPN)/100 ml;18.10.2022;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;MO - abioseston;procenta;18.10.2022;1;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;MO - počet organismů;jedinci/ml;18.10.2022;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;MO - živé organismy;jedinci/ml;18.10.2022;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;pach;Neurčená jednotka;18.10.2022;PRIJAT;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;pH;Neurčená jednotka;18.10.2022;7,67;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;počty kolonií při 22 °C;KTJ/ml;18.10.2022;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;počty kolonií při 36 °C;KTJ/ml;18.10.2022;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;teplota;°C;18.10.2022;15,4;0;;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;zákal;ZF(n);18.10.2022;0,1;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;železo;mg/l;18.10.2022;0,021;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002227459;;;;;;;;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;barva;mg/l Pt;18.10.2023;5;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;celkový organický uhlík;mg/l;18.10.2023;9,07;1;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;dusitany;mg/l;18.10.2023;0,01;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;Escherichia coli;KTJ (MPN)/100 ml;18.10.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;chlor volný;mg/l;18.10.2023;0,07;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;chuť;Neurčená jednotka;18.10.2023;PRIJAT;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;intestinální enterokoky;KTJ (MPN)/100 ml;18.10.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;koliformní bakterie;KTJ (MPN)/100 ml;18.10.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;MO - abioseston;procenta;18.10.2023;1;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;MO - počet organismů;jedinci/ml;18.10.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;MO - živé organismy;jedinci/ml;18.10.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;pach;Neurčená jednotka;18.10.2023;PRIJAT;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;pH;Neurčená jednotka;18.10.2023;7,57;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;počty kolonií při 22 °C;KTJ/ml;18.10.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;počty kolonií při 36 °C;KTJ/ml;18.10.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;teplota;°C;18.10.2023;16,3;0;;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;zákal;ZF(n);18.10.2023;0,4;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;železo;mg/l;18.10.2023;0,005;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI000001255002327077;;;;;;;;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;barva;mg/l Pt;19.4.2023;5;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;celkový organický uhlík;mg/l;19.4.2023;1;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;dusitany;mg/l;19.4.2023;0,01;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;Escherichia coli;KTJ (MPN)/100 ml;19.4.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;chlor volný;mg/l;19.4.2023;0,03;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;chuť;Neurčená jednotka;19.4.2023;PRIJAT;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;intestinální enterokoky;KTJ (MPN)/100 ml;19.4.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;koliformní bakterie;KTJ (MPN)/100 ml;19.4.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;MO - abioseston;procenta;19.4.2023;1;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;MO - počet organismů;jedinci/ml;19.4.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;MO - živé organismy;jedinci/ml;19.4.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;pach;Neurčená jednotka;19.4.2023;PRIJAT;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;pH;Neurčená jednotka;19.4.2023;7,6;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;počty kolonií při 22 °C;KTJ/ml;19.4.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;počty kolonií při 36 °C;KTJ/ml;19.4.2023;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;teplota;°C;19.4.2023;11,1;0;;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;zákal;ZF(n);19.4.2023;1;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;železo;mg/l;19.4.2023;0,005;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500233906;;;;;;;;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;barva;mg/l Pt;10.4.2024;5;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;celkový organický uhlík;mg/l;10.4.2024;1;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;dusitany;mg/l;10.4.2024;0,01;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;Escherichia coli;KTJ (MPN)/100 ml;10.4.2024;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;chlor volný;mg/l;10.4.2024;0,08;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;chuť;Neurčená jednotka;10.4.2024;PRIJAT;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;intestinální enterokoky;KTJ (MPN)/100 ml;10.4.2024;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;koliformní bakterie;KTJ (MPN)/100 ml;10.4.2024;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;MO - abioseston;procenta;10.4.2024;1;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;MO - počet organismů;jedinci/ml;10.4.2024;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;MO - živé organismy;jedinci/ml;10.4.2024;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;pach;Neurčená jednotka;10.4.2024;PRIJAT;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;pH;Neurčená jednotka;10.4.2024;7,62;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;počty kolonií při 22 °C;KTJ/ml;10.4.2024;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;počty kolonií při 36 °C;KTJ/ml;10.4.2024;0;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;teplota;°C;10.4.2024;15,3;0;;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;zákal;ZF(n);10.4.2024;0,3;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;železo;mg/l;10.4.2024;0,005;0;1;1;;;;;
ARCHIV Skupinový vodovod Ježkovice, Ruprechtov, Podomí;Ruprechtov, parc. č. st. 801, vodojem, odtok upravené vody;;CI00000125500244787;;;;;;;;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;barva;mg/l Pt;3.10.2022;2;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;Clostridium perfringens;KTJ (MPN)/100 ml;3.10.2022;0;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;dusitany;mg/l;3.10.2022;0,01;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;Escherichia coli;KTJ (MPN)/100 ml;3.10.2022;0;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;chlor celkový;mg/l;3.10.2022;0,11;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;CHSK-Mn;mg/l;3.10.2022;1;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;chuť;Neurčená jednotka;3.10.2022;PRIJAT;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;intestinální enterokoky;KTJ (MPN)/100 ml;3.10.2022;0;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;koliformní bakterie;KTJ (MPN)/100 ml;3.10.2022;0;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;MO - abioseston;procenta;3.10.2022;1;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;MO - počet organismů;jedinci/ml;3.10.2022;0;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;MO - živé organismy;jedinci/ml;3.10.2022;0;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;pach;Neurčená jednotka;3.10.2022;PRIJAT;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;pH;Neurčená jednotka;3.10.2022;7,7;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;počty kolonií při 22 °C;KTJ/ml;3.10.2022;0;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;počty kolonií při 36 °C;KTJ/ml;3.10.2022;0;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;teplota;°C;3.10.2022;15,5;0;;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;zákal;ZF(n);3.10.2022;0,5;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;železo;mg/l;3.10.2022;0,023;0;1;1;;;;;
ARCHIV Šatov;Havraníky, VDJ, poz. p. č. 1096 - kohout, upravená voda;;CI000001249012221031;;;;;;;;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;barva;mg/l Pt;9.5.2023;2;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;Clostridium perfringens;KTJ (MPN)/100 ml;9.5.2023;0;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;dusitany;mg/l;9.5.2023;0,014;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;Escherichia coli;KTJ (MPN)/100 ml;9.5.2023;0;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;CHSK-Mn;mg/l;9.5.2023;1;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;chuť;Neurčená jednotka;9.5.2023;PRIJAT;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;intestinální enterokoky;KTJ (MPN)/100 ml;9.5.2023;0;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;koliformní bakterie;KTJ (MPN)/100 ml;9.5.2023;0;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;MO - abioseston;procenta;9.5.2023;1;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;MO - počet organismů;jedinci/ml;9.5.2023;0;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;MO - živé organismy;jedinci/ml;9.5.2023;0;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;pach;Neurčená jednotka;9.5.2023;PRIJAT;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;pH;Neurčená jednotka;9.5.2023;7;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;počty kolonií při 22 °C;KTJ/ml;9.5.2023;0;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;počty kolonií při 36 °C;KTJ/ml;9.5.2023;0;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;teplota;°C;9.5.2023;7,8;0;;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;zákal;ZF(n);9.5.2023;0,62;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;železo;mg/l;9.5.2023;0,04;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901239042;;;;;;;;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901249030;barva;mg/l Pt;6.5.2024;2;0;1;1;;;;;
Bedřichov;Bedřichov, VDJ, upravená voda;;CI00000124901249030;Clostridium perfringens;KTJ (MPN)/100 ml;6.5.2024;0;0;1;1;;;;;
